start time                lon       lat      depth  mag
1984-05-06 14:37:46.4900  121.6812  37.3097  5.92  1.67  17618
1984-06-05 04:01:20.2600  121.684  37.3102  6  1.44  20138
1984-08-06 05:54:31.8100  121.6833  37.31  5.83  1.66  25016
1984-11-22 14:50:20.5100  121.682  37.3093  5.69  1.51  32330
1985-06-07 14:09:39.9800  121.6832  37.31  5.82  1.54  49119
1986-02-18 03:03:28.2300  121.6837  37.3098  5.41  1.56  67470
1987-01-14 22:27:29.6100  121.6832  37.3098  6.04  1.46  92493
1988-02-05 18:04:58.6500  121.6817  37.31  5.62  1.38  111879
1989-06-08 18:57:48.4500  121.6833  37.31  5.9  1.31  137720
1991-03-05 08:26:31.9700  121.6818  37.3087  5.62  1.66  207564
1993-06-23 05:40:09.1600  121.6825  37.3097  5.75  1.44  357233
2001-08-02 12:00:17.9400  121.6788  37.308  6.49  1.52  21186197
2004-05-31 06:59:20.5300  121.6823  37.3107  3.8  1.52  21367788
1995-12-03 21:51:08.9600  121.6828  37.3098  5.98  1.52  30091212
1998-07-09 09:34:14.5600  121.6828  37.31  6.19  1.61  30183638

1984-08-04 12:26:29.7300  121.6793  37.3112  7.99  1.58  24931
1984-09-07 19:22:28.9700  121.6785  37.3103  8.4  1.42  27620

1984-09-01 15:02:06.4000  121.6933  37.3232  8.11  0.63  26915
1985-03-22 23:46:24.0800  121.6947  37.3302  9.43  0  44549

1984-05-13 13:35:56.2800  121.6902  37.3185  7.44  1.08  18326
1984-06-09 12:57:03.3800  121.691  37.321  7.46  1.45  20513
1984-08-06 21:07:01.5700  121.6882  37.3197  5.89  1.47  25065
1984-09-05 16:01:02.6400  121.6918  37.3207  8.08  1.18  27369
1984-12-25 12:33:52.2200  121.6895  37.3197  7.53  1.11  35364
1985-01-28 08:02:33.1900  121.6897  37.3187  7.59  1.06  39080
1985-03-23 10:45:02.5900  121.6897  37.3195  7.7  1.13  44567

1984-04-25 00:44:29.3700  121.6867  37.315  6.84  1.75  17565
1984-05-06 09:09:38.6700  121.6852  37.3137  7.1  1.22  17600
1984-09-13 19:05:49.3900  121.6847  37.3143  8.25  1.11  27871
1984-10-19 02:11:30.4500  121.6902  37.318  8.2  0  30310
1985-03-11 20:37:15.4400  121.6847  37.3142  7.21  1.06  43619
1985-12-01 10:16:24.1300  121.6843  37.3142  7.22  1.12  60352
1986-07-07 17:28:08.7000  121.686  37.3142  7.41  0.97  75972
1986-11-25 10:10:57.8900  121.6852  37.315  8.02  0.83  88696
1987-05-17 10:13:41.5500  121.6863  37.3142  7.57  0.83  100643
1988-07-23 14:36:14.9600  121.687  37.315  7.73  0.93  120795
1989-01-08 01:20:39.5400  121.6852  37.3137  6.89  0.93  129645
1989-07-05 13:45:39.1100  121.6837  37.3147  8.31  0.93  139460
1990-02-10 13:38:13.2700  121.6857  37.3147  7.82  0.76  152208
1991-06-02 14:29:02.7100  121.686  37.3155  8.14  1.01  217481
1992-04-04 22:22:09.1400  121.686  37.3145  7.96  1.01  261799
1997-06-15 20:38:36.2600  121.686  37.316  8.55  1.32  508691
1999-09-04 11:35:57.5900  121.686  37.3155  8.35  1.14  21050168
1993-11-09 15:40:51.7800  121.6863  37.3143  7.8  0.71  30034423
1996-04-03 03:50:26.5200  121.6855  37.315  8.22  1.14  30101843

1984-07-11 23:00:14.7300  121.693  37.3242  6.32  1.1  22566
1984-10-29 23:57:57.4300  121.6938  37.3243  6.8  1.09  30963
1985-03-03 00:49:31.0400  121.6938  37.324  6.06  1.54  42785
1985-09-29 08:27:03.6900  121.6958  37.3255  7.66  0.86  55973
1987-06-19 19:16:04.7200  121.6938  37.3247  7.1  1.37  102112
1993-01-23 18:36:48.8300  121.693  37.3242  6.48  1.28  333924
2002-04-11 15:09:31.2500  121.6947  37.325  6.26  1.37  21221041
1996-02-16 17:13:39.0600  121.6948  37.3243  7.14  1.48  30097139
1998-08-30 10:50:08.9300  121.6943  37.3252  7.43  1.51  30193961

1988-06-17 02:24:32.0600  121.699  37.3308  7.51  0.72  119112
1988-06-30 14:42:27.0600  121.701  37.3307  7.67  0.71  119735

1985-05-09 01:27:57.3900  121.6872  37.315  7.06  0.63  47491
1987-01-19 14:33:38.3200  121.686  37.3143  9.56  0.96  92820

1984-12-20 09:23:57.0100  121.6963  37.3268  7.13  0.99  35884
1984-12-20 09:43:42.4700  121.696  37.3265  6.32  1.5  35886
1985-02-17 04:47:57.0300  121.6957  37.327  6.88  0.91  41210
1987-01-30 03:37:27.0600  121.6952  37.3272  6.82  2.22  93575
1988-05-12 13:34:54.5900  121.6958  37.3268  6.68  1.87  117082

1986-01-20 17:15:16.0600  121.6975  37.3282  7.16  0.67  64020
1987-01-30 03:49:33.0700  121.6968  37.328  7.32  0.84  93576
1987-02-08 02:12:57.2500  121.6968  37.328  6.93  0.87  94164
1988-02-08 19:09:48.5900  121.6977  37.328  7.47  0.97  111990

2001-03-29 06:51:38.8300  121.6983  37.3312  7.01  2.11  21155727
2003-03-26 00:53:32.0100  121.6998  37.3313  6.69  2.27  21272560

1985-07-13 21:52:49.7900  121.6955  37.3275  5.13  0.97  51075
1987-06-17 12:36:28.0400  121.696  37.3258  5.15  0.98  102016
1988-08-02 21:24:16.9700  121.6972  37.3255  4.92  1.03  121597
1989-10-28 15:52:13.7900  121.697  37.3257  5.14  0.92  206588
2000-05-29 20:44:37.5600  121.698  37.3272  5.59  1.29  21100887
2002-10-28 22:09:10.9900  121.6967  37.326  5.56  1.14  21252196
1994-11-21 07:12:34.6100  121.6947  37.3247  4.7  1.04  30063006

1984-09-12 23:02:00.0600  121.6922  37.3177  4.33  1.21  27831
1985-01-24 18:35:13.0900  121.6927  37.3185  4.23  1.11  38654
1988-01-11 13:24:00.4300  121.6917  37.3183  3.94  1.34  110760
1990-07-12 02:49:22.3900  121.6923  37.3188  3.89  1.41  160891
1991-06-16 05:55:12.0600  121.6917  37.3193  3.71  1.38  220323
1992-05-30 08:43:34.1200  121.6925  37.3185  4.52  1.24  282855
1994-04-19 14:56:24.0000  121.6918  37.319  3.74  1.33  400754
1997-12-30 11:02:53.0800  121.6895  37.3188  4.01  1.51  547283
2002-02-14 06:36:59.9200  121.6918  37.3192  4.94  1.5  21212712
1995-07-23 08:28:10.6400  121.6918  37.3182  4.16  1.45  30077881
1996-05-07 15:59:32.1400  121.6965  37.3258  6.38  1.14  30105606

2005-04-08 05:46:39.3200  121.6925  37.3218  5.42  1.67  21448992
2007-10-21 09:09:40.3200  121.6913  37.3227  5.21  1.53  40204084
2009-07-28 13:52:09.6100  121.6925  37.322  5.15  1.52  71255591
2011-07-07 09:52:48.5200  121.692  37.323  5.26  1.55  71597030
2013-07-19 09:58:12.3300  121.6923  37.3213  5.09  1.5  72029390
2015-09-22 09:57:36.1000  121.6932  37.3208  4.86  1.41  72527401

2005-03-09 21:47:33.5600  121.6978  37.3268  5.42  1.14  21444299
2008-03-31 11:30:41.9000  121.6937  37.3257  5.41  1.04  51199449

1985-03-26 23:02:04.4300  121.6867  37.3147  6.69  1.23  44790
1986-04-21 22:42:17.6700  121.6828  37.3142  5.73  1.25  70800
1988-05-20 16:25:36.0000  121.6862  37.3143  6.28  1.37  117621
1990-04-13 03:40:54.8900  121.6847  37.3142  6.1  1.43  155874
1992-05-31 11:19:14.9400  121.6862  37.3135  5.9  1.37  283184
2000-07-22 20:29:23.0800  121.6862  37.3145  6.06  1.35  21111537

1985-01-28 14:59:45.9700  121.6725  37.3352  6.26  0.8  39300
1985-02-04 05:38:15.9500  121.6702  37.335  5.68  0.52  39781

1984-04-29 23:54:24.6000  121.66  37.343  0.81  1.58  17012
1987-05-08 19:27:35.5600  121.6628  37.3428  1.31  1.56  100064

1984-12-09 14:58:51.7200  121.6917  37.3212  6.32  0.86  33830
1985-04-04 08:24:26.0000  121.692  37.3213  6.2  0.66  45375
1985-08-07 03:42:48.6700  121.6912  37.3233  6.18  0.92  53128
1986-01-18 08:49:22.5500  121.692  37.3207  5.54  0.81  63859
1986-08-02 20:11:33.7500  121.6918  37.3205  5.91  0.77  78047
1987-08-15 15:36:46.8300  121.6923  37.3213  6.16  0.9  104643
1988-03-20 00:49:28.0200  121.6928  37.3217  6.32  0.84  114166
1988-10-07 19:52:52.1200  121.6918  37.3212  6.71  0.96  125282
1990-01-28 13:17:32.4100  121.6923  37.3212  5.44  0.98  151395
1990-11-05 06:22:19.8300  121.6923  37.3202  5.81  0.81  202512
1992-04-22 23:20:31.4900  121.6948  37.3218  6.58  1.01  266405
1994-01-19 17:32:20.4300  121.6935  37.3228  6.56  1.01  391838
1997-12-16 18:21:23.5100  121.6918  37.3215  6.29  1.21  544217
2000-04-17 20:58:47.2000  121.6922  37.3223  6.21  1.21  21092526
1995-02-10 11:05:29.8700  121.6922  37.321  6.56  1.01  30067784

1986-01-22 12:43:54.7500  121.6618  37.3383  2.79  1.1  64117
1986-06-03 10:22:56.7500  121.6667  37.3367  2.84  0.93  73925

1988-11-30 12:20:44.7600  121.693  37.3118  0.78  1.06  127820
1993-01-10 22:36:33.1300  121.6932  37.3125  1.11  1.17  331639
1999-04-25 22:54:46.4700  121.6922  37.3128  1.31  1.21  21009333
2004-09-04 14:34:38.9800  121.6895  37.3112  1.67  1.14  21393406
1995-12-02 02:40:11.5300  121.6902  37.3118  1.68  1.18  30091056

1984-04-25 08:56:03.3100  121.6857  37.3135  6.5  1.43  16549
1984-04-27 03:18:01.7500  121.6863  37.3145  6.44  1.22  16735

1984-05-29 11:40:35.6700  121.6853  37.3247  6.26  0.54  19649
1988-02-19 19:12:00.3700  121.6863  37.3175  8.66  0.69  112555
1993-12-25 20:48:13.5500  121.6847  37.3248  5.91  0.71  389678
1989-10-30 07:18:34.0400  121.687  37.3177  7.68  0.83  20092296
2000-08-25 16:33:37.9800  121.689  37.3202  7.83  0.93  21121643

1985-08-28 16:32:15.2500  121.6922  37.3223  6.47  2.17  54071
1991-04-18 07:09:43.8200  121.6915  37.3217  6.78  2.04  210783
2006-06-07 02:29:40.1000  121.6902  37.32  6.53  2.09  21521011
1995-08-16 00:23:00.9700  121.6925  37.3228  6.06  2.07  30080223
2008-10-29 01:14:45.0700  121.69  37.3213  7.34  2.18  51210280

1984-03-19 10:55:13.9900  121.7005  37.3238  4.47  0.83  11135
1986-01-08 09:47:44.0100  121.6968  37.3238  4.4  0.98  63088
1989-01-18 15:54:11.1400  121.6973  37.3235  4.22  1.08  130102
1993-06-26 00:32:09.6600  121.6943  37.3232  3.54  1.08  359328

2010-07-11 23:18:26.3400  121.6827  37.314  7.23  0.93  71423480
2010-11-09 14:15:55.7900  121.6858  37.3145  6.67  1.08  71486361

1990-02-24 23:24:54.0500  121.681  37.3098  7.56  2.32  153108
2001-07-25 13:06:53.7500  121.6802  37.3098  7.89  2.37  21183694

2005-07-05 06:09:11.2700  121.6795  37.3152  9.24  2.97  21467347
2013-08-05 23:23:43.6400  121.681  37.3168  8.01  2.9  72043816

1984-10-27 13:32:52.4300  121.6902  37.3103  1.54  0.95  30776
1985-08-29 03:01:34.7200  121.6882  37.311  2.63  0.98  54098
1988-12-17 08:36:51.6300  121.6873  37.3092  2.79  1.08  128738
1991-11-14 18:33:32.7500  121.6897  37.3105  2.3  0.99  237541
1993-06-21 01:37:22.1200  121.6872  37.3113  2.86  1.05  356555

1984-04-29 05:13:18.3800  121.6823  37.309  5.87  1.26  16918
1984-05-11 19:08:16.0700  121.6823  37.309  5.77  1.22  18231
1984-06-05 08:59:47.0100  121.6832  37.3093  5.97  1.24  20149
1985-06-07 19:31:12.2400  121.6818  37.309  5.89  1.45  49174
1987-02-05 09:33:05.2100  121.6823  37.3085  5.83  1.35  93959
1988-05-17 22:50:46.9800  121.6835  37.31  6.77  1.09  117446
