-122.10578,37.69495
-122.18931,37.79504
-122.16977,37.77426
-122.00193,37.5924
-121.93528,37.51235
-122.33902,37.96918
-121.88548,37.4534
-122.13068,37.7316
-122.02325,37.61422
-122.08162,37.67021
-122.24107,37.86447
-122.15148,37.75453
-122.2734,37.8998
-122.12131,37.71749
-121.98094,37.56645
-121.95914,37.53942
-122.19863,37.80999
-122.21005,37.82638
-121.92182,37.49629
-122.30959,37.94252
-121.92894,37.50516
-122.07397,37.6627
-121.94181,37.51973
-121.93262,37.5096
-121.96187,37.5421
-122.09121,37.67983
-122.05902,37.64798
-121.93046,37.5072
-122.25061,37.87066
-122.29294,37.92449
-122.23137,37.84853
-121.95584,37.53614
-122.0414,37.63097
-122.2506,37.8719
-122.0899,37.6798
-122.3546,37.9891
-122.1975,37.8101
-122.2304,37.8484
-122.0804,37.6703
-122.0008,37.5925
-122.3379,37.969
-122.209,37.8264
-122.1882,37.7951
-121.9607,37.5422
-122.2918,37.9246
-122.3083,37.9425
-122.1504,37.7546
-122.1285,37.7319
-122.0579,37.6481
-122.0727,37.6627
-122.0222,37.6143
-122.1045,37.695
-121.9797,37.5664
-121.9316,37.5097
-121.9548,37.5361
-121.9343,37.5125
-122.21,37.821
-122.083,37.673
-122.143,37.746
-122.27,37.896
-122.012,37.601
-121.949,37.526
-122.083,37.673
-121.949,37.526
-122.337228,37.966515
-122.012,37.601
-122.21,37.821
-122.143,37.746
-122.27,37.896
