1
6
9
12
16
23
26
31
34
39
42
45
48
58
67
70
73
76
79
83
94
98
101
106
109
113
117
122
132
135
138
141
148
156
159
164
169
173
178
181
184
187
190
193
196
199
202
206
210
213
217
221
224
